area_name,metric_type,industry_code,industry_name,area_value,area_total,area_industry_ratio,combined_value,combined_total,combined_industry_ratio,lq,specialization_level
pangyo_1st_technovalley,business_count,1,"농업, 임업 및 어업",0.0,1469.745707893673,0.0,0.0,6951.2711166035415,0.0,,not_calculable
pangyo_1st_technovalley,business_count,3,제조업,66.04665633619909,1469.745707893673,0.044937471823511634,132.38718315513339,6951.2711166035415,0.019045032330693937,2.359537702180118,specialized
pangyo_1st_technovalley,business_count,4,"전기, 가스, 증기 및 공기조절 공급업",0.0,1469.745707893673,0.0,0.0,6951.2711166035415,0.0,,not_calculable
pangyo_1st_technovalley,business_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,1469.745707893673,0.0,0.0,6951.2711166035415,0.0,,not_calculable
pangyo_1st_technovalley,business_count,6,건설업,9.366506948337356,1469.745707893673,0.006372875864193349,155.93407678212552,6951.2711166035415,0.02243245503828319,0.28409177030857347,under_specialized
pangyo_1st_technovalley,business_count,7,도매 및 소매업,222.6411591170883,1469.745707893673,0.15148277550417927,2234.399967454719,6951.2711166035415,0.3214376090320684,0.4712664954182959,under_specialized
pangyo_1st_technovalley,business_count,8,운수 및 창고업,40.70205312772046,1469.745707893673,0.027693262112703516,194.06026590972655,6951.2711166035415,0.027917234510707198,0.9919772713189847,under_specialized
pangyo_1st_technovalley,business_count,9,숙박 및 음식점업,308.544744957096,1469.745707893673,0.20993069978022164,1141.1964291737231,6951.2711166035415,0.16417089911051014,1.278732716441473,specialized
pangyo_1st_technovalley,business_count,10,정보통신업,393.8170904311209,1469.745707893673,0.26794913454485225,503.19845464267706,6951.2711166035415,0.07238941572006254,3.7014960250686326,specialized
pangyo_1st_technovalley,business_count,11,금융 및 보험업,44.79502327252323,1469.745707893673,0.030478077283668362,66.65846515428282,6951.2711166035415,0.009589392218505901,3.1783116791125554,specialized
pangyo_1st_technovalley,business_count,12,부동산업,85.7219481021883,1469.745707893673,0.05832433981048221,466.73620076682084,6951.2711166035415,0.06714400761207437,0.8686454962213763,under_specialized
pangyo_1st_technovalley,business_count,13,"전문, 과학 및 기술 서비스업",176.4772959849339,1469.745707893673,0.12007335353123613,463.3283621110069,6951.2711166035415,0.0666537607782724,1.8014490424728937,specialized
pangyo_1st_technovalley,business_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",26.855240584077208,1469.745707893673,0.018272031984746587,94.50625872635175,6951.2711166035415,0.013595536289847434,1.3439728742728125,specialized
pangyo_1st_technovalley,business_count,15,"공공행정, 국방 및 사회보장 행정",1.6914240308431985,1469.745707893673,0.0011508276715889974,1.6914240308431985,6951.2711166035415,0.0002433258611943832,4.7295740203695305,specialized
pangyo_1st_technovalley,business_count,16,교육 서비스업,10.277388733485775,1469.745707893673,0.006992630547099568,641.4470281112514,6951.2711166035415,0.09227765934479457,0.07577815255338968,under_specialized
pangyo_1st_technovalley,business_count,17,보건업 및 사회복지 서비스업,31.772806231057025,1469.745707893673,0.02161789353111388,242.37132904230447,6951.2711166035415,0.03486719550664418,0.6200066629102545,under_specialized
pangyo_1st_technovalley,business_count,18,"예술, 스포츠 및 여가관련 서비스업",21.98552241890747,1469.745707893673,0.014958725377341251,185.86406684742536,6951.2711166035415,0.02673814094280937,0.5594527087480279,under_specialized
pangyo_1st_technovalley,business_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",29.05084761809472,1469.745707893673,0.01976590063306133,427.49160469515056,6951.2711166035415,0.06149833570353203,0.3214054560492133,under_specialized
wirye_plan_area,business_count,1,"농업, 임업 및 어업",0.0,5481.525408709869,0.0,0.0,6951.2711166035415,0.0,,not_calculable
wirye_plan_area,business_count,3,제조업,66.3405268189343,5481.525408709869,0.012102566689469782,132.38718315513339,6951.2711166035415,0.019045032330693937,0.6354710498424659,under_specialized
wirye_plan_area,business_count,4,"전기, 가스, 증기 및 공기조절 공급업",0.0,5481.525408709869,0.0,0.0,6951.2711166035415,0.0,,not_calculable
wirye_plan_area,business_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,5481.525408709869,0.0,0.0,6951.2711166035415,0.0,,not_calculable
wirye_plan_area,business_count,6,건설업,146.56756983378816,5481.525408709869,0.026738464005092385,155.93407678212552,6951.2711166035415,0.02243245503828319,1.1919544231543346,specialized
wirye_plan_area,business_count,7,도매 및 소매업,2011.7588083376309,5481.525408709869,0.3670071117687509,2234.399967454719,6951.2711166035415,0.3214376090320684,1.1417678002082705,specialized
wirye_plan_area,business_count,8,운수 및 창고업,153.3582127820061,5481.525408709869,0.027977287588292044,194.06026590972655,6951.2711166035415,0.027917234510707198,1.0021511112628945,specialized
wirye_plan_area,business_count,9,숙박 및 음식점업,832.651684216627,5481.525408709869,0.15190145482014644,1141.1964291737231,6951.2711166035415,0.16417089911051014,0.9252641950745203,under_specialized
wirye_plan_area,business_count,10,정보통신업,109.38136421155616,5481.525408709869,0.019954548425107115,503.19845464267706,6951.2711166035415,0.07238941572006254,0.2756556083043058,under_specialized
wirye_plan_area,business_count,11,금융 및 보험업,21.8634418817596,5481.525408709869,0.003988568920435849,66.65846515428282,6951.2711166035415,0.009589392218505901,0.41593552850394283,under_specialized
wirye_plan_area,business_count,12,부동산업,381.0142526646325,5481.525408709869,0.0695087998788111,466.73620076682084,6951.2711166035415,0.06714400761207437,1.0352197068783764,specialized
wirye_plan_area,business_count,13,"전문, 과학 및 기술 서비스업",286.851066126073,5481.525408709869,0.05233051837546553,463.3283621110069,6951.2711166035415,0.0666537607782724,0.7851097637167997,under_specialized
wirye_plan_area,business_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",67.65101814227454,5481.525408709869,0.012341640893387169,94.50625872635175,6951.2711166035415,0.013595536289847434,0.9077715384131907,under_specialized
wirye_plan_area,business_count,15,"공공행정, 국방 및 사회보장 행정",0.0,5481.525408709869,0.0,1.6914240308431985,6951.2711166035415,0.0002433258611943832,0.0,under_specialized
wirye_plan_area,business_count,16,교육 서비스업,631.1696393777656,5481.525408709869,0.11514488984669645,641.4470281112514,6951.2711166035415,0.09227765934479457,1.247808956840341,specialized
wirye_plan_area,business_count,17,보건업 및 사회복지 서비스업,210.59852281124745,5481.525408709869,0.03841969289727581,242.37132904230447,6951.2711166035415,0.03486719550664418,1.1018865251136896,specialized
wirye_plan_area,business_count,18,"예술, 스포츠 및 여가관련 서비스업",163.8785444285179,5481.525408709869,0.029896521900294962,185.86406684742536,6951.2711166035415,0.02673814094280937,1.1181226834072384,specialized
wirye_plan_area,business_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",398.4407570770558,5481.525408709869,0.07268793399077443,427.49160469515056,6951.2711166035415,0.06149833570353203,1.1819496114689125,specialized
pangyo_1st_technovalley,worker_count,1,"농업, 임업 및 어업",0.0,52567.396762189484,0.0,10.0,78134.20975568883,0.00012798491251486568,0.0,under_specialized
pangyo_1st_technovalley,worker_count,3,제조업,2388.994092909901,52567.396762189484,0.04544630778878991,2684.5525388122537,78134.20975568883,0.03435822218214468,1.3227200041918203,specialized
pangyo_1st_technovalley,worker_count,4,"전기, 가스, 증기 및 공기조절 공급업",8.69982105423449,52567.396762189484,0.00016549841898376203,54.96315777776354,78134.20975568883,0.0007034454939727826,0.23526829072298444,under_specialized
