area_name,metric_type,industry_code,industry_name,value,ratio,allocation_method
pangyo_1st_technovalley,business_count,1,"농업, 임업 및 어업",0.0,0.0,area_proportional_intersection
pangyo_1st_technovalley,business_count,3,제조업,66.04665633619909,0.0449374718235116,area_proportional_intersection
pangyo_1st_technovalley,business_count,4,"전기, 가스, 증기 및 공기조절 공급업",0.0,0.0,area_proportional_intersection
pangyo_1st_technovalley,business_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0,area_proportional_intersection
pangyo_1st_technovalley,business_count,6,건설업,9.366506948337356,0.0063728758641933,area_proportional_intersection
pangyo_1st_technovalley,business_count,7,도매 및 소매업,222.6411591170883,0.1514827755041793,area_proportional_intersection
pangyo_1st_technovalley,business_count,8,운수 및 창고업,40.70205312772046,0.0276932621127035,area_proportional_intersection
pangyo_1st_technovalley,business_count,9,숙박 및 음식점업,308.544744957096,0.2099306997802216,area_proportional_intersection
pangyo_1st_technovalley,business_count,10,정보통신업,393.8170904311209,0.2679491345448522,area_proportional_intersection
pangyo_1st_technovalley,business_count,11,금융 및 보험업,44.79502327252323,0.0304780772836683,area_proportional_intersection
pangyo_1st_technovalley,business_count,12,부동산업,85.7219481021883,0.0583243398104822,area_proportional_intersection
pangyo_1st_technovalley,business_count,13,"전문, 과학 및 기술 서비스업",176.4772959849339,0.1200733535312361,area_proportional_intersection
pangyo_1st_technovalley,business_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",26.855240584077208,0.0182720319847465,area_proportional_intersection
pangyo_1st_technovalley,business_count,15,"공공행정, 국방 및 사회보장 행정",1.6914240308431985,0.0011508276715889,area_proportional_intersection
pangyo_1st_technovalley,business_count,16,교육 서비스업,10.277388733485775,0.0069926305470995,area_proportional_intersection
pangyo_1st_technovalley,business_count,17,보건업 및 사회복지 서비스업,31.772806231057025,0.0216178935311138,area_proportional_intersection
pangyo_1st_technovalley,business_count,18,"예술, 스포츠 및 여가관련 서비스업",21.98552241890747,0.0149587253773412,area_proportional_intersection
pangyo_1st_technovalley,business_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",29.05084761809472,0.0197659006330613,area_proportional_intersection
pangyo_1st_technovalley,worker_count,1,"농업, 임업 및 어업",0.0,0.0,area_proportional_intersection
pangyo_1st_technovalley,worker_count,3,제조업,2388.994092909901,0.0454463077887899,area_proportional_intersection
pangyo_1st_technovalley,worker_count,4,"전기, 가스, 증기 및 공기조절 공급업",8.69982105423449,0.0001654984189837,area_proportional_intersection
pangyo_1st_technovalley,worker_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",16.91424030843198,0.0003217629433877,area_proportional_intersection
pangyo_1st_technovalley,worker_count,6,건설업,1034.86799760392,0.0196864988822934,area_proportional_intersection
pangyo_1st_technovalley,worker_count,7,도매 및 소매업,4273.336733525592,0.0812925310503354,area_proportional_intersection
pangyo_1st_technovalley,worker_count,8,운수 및 창고업,79.24366905957388,0.0015074680113619,area_proportional_intersection
pangyo_1st_technovalley,worker_count,9,숙박 및 음식점업,1402.7483935672617,0.0266847605163553,area_proportional_intersection
pangyo_1st_technovalley,worker_count,10,정보통신업,23488.585189200945,0.4468280081561075,area_proportional_intersection
pangyo_1st_technovalley,worker_count,11,금융 및 보험업,502.2362372893487,0.0095541394138542,area_proportional_intersection
pangyo_1st_technovalley,worker_count,12,부동산업,1025.489500281344,0.0195080898702397,area_proportional_intersection
pangyo_1st_technovalley,worker_count,13,"전문, 과학 및 기술 서비스업",10235.267901527512,0.1947075284673313,area_proportional_intersection
pangyo_1st_technovalley,worker_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",7145.3483789720185,0.1359273774065126,area_proportional_intersection
pangyo_1st_technovalley,worker_count,15,"공공행정, 국방 및 사회보장 행정",116.27401444495904,0.0022119036057838,area_proportional_intersection
pangyo_1st_technovalley,worker_count,16,교육 서비스업,63.26317504556128,0.0012034679086689,area_proportional_intersection
pangyo_1st_technovalley,worker_count,17,보건업 및 사회복지 서비스업,508.9672646610504,0.0096821850806798,area_proportional_intersection
pangyo_1st_technovalley,worker_count,18,"예술, 스포츠 및 여가관련 서비스업",88.65910427590138,0.0016865797002843,area_proportional_intersection
pangyo_1st_technovalley,worker_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",188.5010484619325,0.0035858927790298,area_proportional_intersection
wirye_plan_area,business_count,1,"농업, 임업 및 어업",0.0,0.0,area_proportional_intersection
wirye_plan_area,business_count,3,제조업,66.3405268189343,0.0121025666894697,area_proportional_intersection
wirye_plan_area,business_count,4,"전기, 가스, 증기 및 공기조절 공급업",0.0,0.0,area_proportional_intersection
wirye_plan_area,business_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0,area_proportional_intersection
wirye_plan_area,business_count,6,건설업,146.56756983378816,0.0267384640050923,area_proportional_intersection
wirye_plan_area,business_count,7,도매 및 소매업,2011.7588083376309,0.3670071117687509,area_proportional_intersection
wirye_plan_area,business_count,8,운수 및 창고업,153.3582127820061,0.027977287588292,area_proportional_intersection
wirye_plan_area,business_count,9,숙박 및 음식점업,832.651684216627,0.1519014548201464,area_proportional_intersection
wirye_plan_area,business_count,10,정보통신업,109.38136421155616,0.0199545484251071,area_proportional_intersection
wirye_plan_area,business_count,11,금융 및 보험업,21.8634418817596,0.0039885689204358,area_proportional_intersection
wirye_plan_area,business_count,12,부동산업,381.0142526646325,0.0695087998788111,area_proportional_intersection
wirye_plan_area,business_count,13,"전문, 과학 및 기술 서비스업",286.851066126073,0.0523305183754655,area_proportional_intersection
wirye_plan_area,business_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",67.65101814227454,0.0123416408933871,area_proportional_intersection
wirye_plan_area,business_count,15,"공공행정, 국방 및 사회보장 행정",0.0,0.0,area_proportional_intersection
wirye_plan_area,business_count,16,교육 서비스업,631.1696393777656,0.1151448898466964,area_proportional_intersection
wirye_plan_area,business_count,17,보건업 및 사회복지 서비스업,210.59852281124745,0.0384196928972758,area_proportional_intersection
wirye_plan_area,business_count,18,"예술, 스포츠 및 여가관련 서비스업",163.8785444285179,0.0298965219002949,area_proportional_intersection
wirye_plan_area,business_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",398.4407570770558,0.0726879339907744,area_proportional_intersection
wirye_plan_area,worker_count,1,"농업, 임업 및 어업",10.0,0.000391132050856,area_proportional_intersection
wirye_plan_area,worker_count,3,제조업,295.5584459023527,0.0115602381093608,area_proportional_intersection
wirye_plan_area,worker_count,4,"전기, 가스, 증기 및 공기조절 공급업",46.26333672352905,0.0018095073772117,area_proportional_intersection
wirye_plan_area,worker_count,5,"수도, 하수 및 폐기물 처리, 원료 재생업",0.0288088018703435,1.126804575825251e-06,area_proportional_intersection
wirye_plan_area,worker_count,6,건설업,1979.0681840212635,0.0774076997600156,area_proportional_intersection
wirye_plan_area,worker_count,7,도매 및 소매업,4368.078060179753,0.1708495329977336,area_proportional_intersection
wirye_plan_area,worker_count,8,운수 및 창고업,1953.898278572816,0.0764232240862252,area_proportional_intersection
wirye_plan_area,worker_count,9,숙박 및 음식점업,2874.4911540170874,0.112430562023822,area_proportional_intersection
wirye_plan_area,worker_count,10,정보통신업,573.1979451475278,0.0224196087832014,area_proportional_intersection
wirye_plan_area,worker_count,11,금융 및 보험업,315.6485291624598,0.0123460256561002,area_proportional_intersection
wirye_plan_area,worker_count,12,부동산업,1135.3657658962893,0.0444077940486743,area_proportional_intersection
wirye_plan_area,worker_count,13,"전문, 과학 및 기술 서비스업",1642.667362308027,0.0642499854293804,area_proportional_intersection
wirye_plan_area,worker_count,14,"사업시설 관리, 사업 지원 및 임대 서비스업",1737.6796020646352,0.0679662186486231,area_proportional_intersection
wirye_plan_area,worker_count,15,"공공행정, 국방 및 사회보장 행정",195.8203631670717,0.0076591620244909,area_proportional_intersection
wirye_plan_area,worker_count,16,교육 서비스업,3746.2906519674543,0.1465294345806804,area_proportional_intersection
wirye_plan_area,worker_count,17,보건업 및 사회복지 서비스업,3297.945134442412,0.1289932044045126,area_proportional_intersection
wirye_plan_area,worker_count,18,"예술, 스포츠 및 여가관련 서비스업",545.7975363700127,0.0213478909752571,area_proportional_intersection
wirye_plan_area,worker_count,19,"협회 및 단체, 수리 및 기타 개인 서비스업",849.0138347547911,0.0332076522392784,area_proportional_intersection
